Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Region,IncomeGroup,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,SpecialNotes
IBRD only,IBD,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14263044.666,14360989.217,14289112.037,14350380.209,14313316.352,14849156.766,14995767.467,15074452.646,15219578.865,15269334.169,15724995.129,16074794.683,16536592.097,17569517.513,18742175.051,19798911.455,20857103.958,21883695.648,22448454.687,22856043.51,24273703.018,25568234.964,26248014.582,26855849.924,27166715.747,27065108.674,27207443.078,27830230.88,28640723.276,29032574.81,,,,IBRD only group aggregate.
IDA & IBRD total,IBT,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,15799103.513,15942543.454,15901329.04,15977766.358,16018295.116,16588014.425,16779230.354,16881541.733,17074652.5,17151743.593,17646154.658,18012266.822,18519189.723,19620473.91,20834328.152,21966610.649,23060390.981,24152321.237,24771878.844,25190554.315,26696965.361,28040384.805,28717745.107,29372873.775,29736726.903,29679429.436,29925843.135,30631782.43,31500199.119,31959627.288,,,,"IDA and IBRD total group aggregate (includes IDA only, IDA blend, and IBRD only)."
IDA total,IDA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1536058.847,1581554.237,1612217.003,1627386.149,1704978.764,1738857.659,1783462.887,1807089.087,1855073.635,1882409.424,1921159.529,1937472.139,1982597.626,2050956.397,2092153.101,2167699.194,2203287.023,2268625.589,2323424.157,2334510.805,2423262.343,2472149.841,2469730.525,2517023.851,2570011.156,2614320.762,2718400.057,2801551.55,2859475.843,2927052.478,,,,IDA total group aggregate (includes IDA only and IDA blend).
IDA blend,IDB,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,654138.564,683086.501,698978.386,702593.237,753699.36,759675.312,785810.804,788916.864,796477.59,804304.078,822987.03,837044.046,830988.033,854200.175,880086.523,892582.46,911050.182,930694.811,947720.461,937467.864,972609.663,999921.379,992089.082,1019748.542,1037697.258,1049064.418,1099149.13,1132285.778,1148016.418,1185646.429,,,,IDA blend group aggregate.
Indonesia,IDN,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,476193.6,495636.9,516351.4,531719.4,552085,586500.3,607886,632996.9,640552.2,660121.3,666469.1,680427.3,681903.2,703789.1,709518.6,705584.7,727469.9,738266,731756,747667.5,768882,829889.6,834256.5,799100.3,844296.7,849513.1,847582.3,893588.3,958076.1,1002369,,,,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted.
IDA only,IDX,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,881920.283,898467.736,913238.617,924792.912,951279.404,979182.347,997652.083,1018172.223,1058596.045,1078105.346,1098172.499,1100428.093,1151609.593,1196756.222,1212066.578,1275116.734,1292236.841,1337930.778,1375703.696,1397042.941,1450652.68,1472228.462,1477641.443,1497275.309,1532313.898,1565256.344,1619250.927,1669265.772,1711459.425,1741406.049,,,,IDA only group aggregate.
Isle of Man,IMN,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Classification for years after 2012 was adjusted and figures were re-estimated by the World Bank, based on the detailed data published by the Cabinet Office, and are not consistent with data for 2011 and before."
India,IND,South Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1219554,1273252,1298279,1331218,1375475,1440608,1492171,1551532,1581956,1658414,1697226,1719686,1738531,1779369,1866495,1940032,2037300,2180787,2280999,2423802,2533993,2645627,2795864,2863836,3044960,3064543,3106343,3242172,3388915,3394872,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 31). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Not classified,INX,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Ireland,IRL,Middle East & North Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,56484.48,57014.17,57184.26,57830.3,59255,60067.17,61415.16,62845.1,66135.53,67859.43,71058.25,73291.74,72540.4,72804.05,72029.01,73290.78,73878.32,72140.34,71181.46,65927.92,64567.21,60944.92,62313.93,61362.45,61532.87,63430.56,65997.29,65493.51,63695.3,61475.62,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20).  

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1972-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,324624.2,352984.6,374787.7,382808.9,415218.4,425733.3,440679.4,459706.8,462126.5,499734.1,527422.3,541863,557000.4,593175.9,629768.1,668608,711477.5,747387.3,755559.1,778672.7,781817.8,793622.6,793952.4,815308.5,844128.2,844142.3,880988.8,912706.3,925524.8,893723.9,,,,
Iraq,IRQ,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,120280,62919.11,88873.28,116225.4,132290.1,130523.7,129071.5,162639.8,153731.2,143558.6,160806.6,169070.2,155416.6,129405.9,150615.8,145785.1,146443.5,142991.1,161607.3,172689.4,188674.2,202034.9,228185.2,241803.8,241977.5,253932.6,276849.7,292605.6,303534.4,320817,,,,
Iceland,ISL,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3343.637,3224.025,3022.133,2983.278,3065.15,2994.628,3252.137,3222.786,3367.864,3337.215,3375.089,3256.067,3315.983,3286.951,3355.702,3314.19,3786.691,3792.273,3683.088,3353.423,3232.892,3039.416,3028.591,3195.981,3256.594,3306.44,2836.462,2893.43,2910.89,2851.035,,,,
Israel,ISR,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,44108.05,45180.49,47978.53,52049.47,55393.28,59241.24,62355.86,65391.78,66745.48,68959.71,73847.87,73686.29,75662.89,76475.02,77582.69,76231.84,80510.57,83665.77,84350.51,83820.54,89291.65,89082.25,95586.11,87127.22,85289.76,87234.76,86946.38,88473.64,84770.71,87178.82,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Italy,ITA,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,483256.6,480849.5,477839.2,471878.7,466929.8,492358.6,488924.7,492803.6,504234.4,511859,517318.1,515968,525255.9,544122.7,555849.3,557229.1,545314.7,538466.8,523489.8,474465.1,483088.3,472474.6,454261.3,422296.1,402581.8,414245.2,409767.8,404497,398029.5,389003.8,,,,
Jamaica,JAM,Middle East & North Africa,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9011.689,9009.308,9814.684,10014.69,10054.08,10386.83,10723.5,10864.08,11405.91,11690.79,11796.52,11819.16,11993.87,12418.56,12330.52,12286.98,13498.01,13414.92,11011.86,9259.991,8870.305,8960.599,8431.723,8890.513,8699.753,8591.439,9086.854,8743.984,10161.2,9965.399,,,,
Jordan,JOR,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,18628.32,19081.88,21828.41,22555.67,23657.49,23289.46,22522.88,22037.26,21243.14,20308.27,20878.25,20982.18,21768.27,22347.95,23958.75,25481.68,26284.9,27779.39,27043.94,27778.18,27517.17,28458.57,32024.62,32338.66,34485.57,34958.6,35261.33,37067.8,36205.07,36568.12,,,,Fiscal year end: March 31; reporting period for national accounts data: CY.
Japan,JPN,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1181921,1197373,1210476,1203898,1261685,1277001,1291858,1279894,1233528,1259831,1276561,1254129,1286687,1294592,1286310,1287648,1266297,1302137,1235206,1176710,1234728,1293440,1336090,1348191,1305832,1270472,1261870,1246640,1204368,1166510,,,,
Kazakhstan,KAZ,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,296718.2,304777.7,306834.2,271036.4,250003.8,221276.4,195504.6,172149.9,172861.6,157960.2,156871.9,155926.7,182361.4,192696.6,209046.2,222798.6,241831.2,253603.5,300190.2,271196.6,290568.8,305448.3,303254.4,317530.5,268834.2,250218.9,259510.4,279963.5,278541.2,274666.4,,,,Fiscal year end: June 30; reporting period for national accounts data: CY.
Kenya,KEN,Europe & Central Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,34976.95,33706.43,33679.67,33450.75,33683.17,34009.19,33330.13,33028.81,34264.16,36213.15,35043.62,34455.97,35356.4,36299.67,38926.53,39296.81,39519.01,56066.22,57150.55,57346.17,58742.15,60647.65,59558.04,61102.16,63704.46,65911.87,71642.67,68193.01,68700.53,81012.89,,,,
Kyrgyz Republic,KGZ,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,32483.35,30191.48,22586.3,17782.12,12607.43,9920.521,10826.16,10693.58,10932.72,9544.777,9491.194,8882.187,9850.354,10486.39,10631.96,10318.64,10401.89,11650.17,12807.98,12416.53,12053.98,13463.12,16060.02,15561.47,16133.53,16614.69,16194.92,15977.22,18061.6,16907.28,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Cambodia,KHM,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,16130.66,15826.56,16358.8,17174.65,15999.58,18637.9,18928.55,19133.81,19218.73,20479.81,19379.77,19389.96,19829.15,21317.28,21182.02,22592.74,24165.8,25321.28,25950.57,27279.79,27846.19,29108.32,28708,28694.35,29451.44,31141.81,34158.02,36897.86,38728.72,40061.12,,,,
Kiribati,KIR,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,39.172,39.941,40.616,44.72,43.059,46.128,51.009,48.665,49.621,50.477,54.401,53.228,63.251,66.329,74.846,91.434,96.866,84.1,86.767,81.93,78.707,79.287,83.617,90.442,87.84,89.923,96.452,116.612,116.824,117.936,,,,
St. Kitts and Nevis,KNA,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,184.71,187.231,229.159,214.692,225.836,233.021,235.091,245.615,265.659,269.191,278.329,294.981,319.678,313.757,323.916,309.874,323.248,340.497,343.435,801.794,342.09,379.913,434.077,322.299,323.615,334.567,342.626,342.619,346.522,350.733,,,,
"Korea, Rep.",KOR,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,280754.9,308958.3,334393,366075.5,394325.1,427285.5,455411.2,481342.7,416076.1,453992.4,511979.2,528822.6,521366.7,529152.7,553064.7,548410,556735,566658,579545.9,593475.5,645516.9,669567.5,673008,673438.7,662921.1,683861.1,694678,708428.2,715499.2,698457.7,,,,
Kuwait,KWT,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,39057.46,10607.59,32097.64,46351.7,54007.1,53825.25,53883.25,56464.17,61225.91,63991.33,69825.49,72924.25,74793.62,79933.95,85097.89,94353.98,97990.83,96009.96,102935.7,103190.1,107358.8,113056.4,117633.4,121870.6,121112.2,125981.9,131717,131104,133836.4,136691.9,,,,
Latin America & Caribbean (excluding high income),LAC,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1655093.418,1691669.226,1716446.063,1750776.659,1810539.564,1834401.79,1875214.521,1948702.31,2008983.742,2013710.931,2065784.314,2095116.708,2133296.111,2201732.886,2285115.754,2334215.839,2380415.816,2448764.976,2477165.785,2440257.424,2570801.917,2635714.023,2695102.848,2738979.284,2780133.812,2794425.634,2783751.033,2790985.893,2754943.959,2774512.468,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Lao PDR,LAO,Middle East & North Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,6789.246,6708.183,7010.628,7032.105,7398.182,7444.588,7500.587,7750.476,7313.665,7191.066,7964.475,8303.49,8599.992,8832.732,9280.859,9226.956,9616.501,10173.09,10604.54,11440.26,12377.93,12119.93,13097.21,14052.99,14396.02,19257.33,26546.73,29813.75,29899.16,29276.2,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1984-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Lebanon,LBN,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,7273.469,8777.033,8840.137,12246.96,13188.4,15485.65,16527.43,18745.78,19103.98,20084.09,18915.63,20241.26,20218.44,20911.49,21471.46,20889.38,19951.71,18885.95,22679.3,26145.24,25252.13,25930.37,28571.79,28550.85,30740.35,32882.39,34053.17,35931.77,34676.75,35209.91,,,,National accounts data are provided in the US dollar.
Liberia,LBR,Middle East & North Africa,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,852.848,736.656,769.103,758.829,751.299,759.096,765.481,824.367,885.371,801.051,841.542,866.103,859.88,918.539,1002.13,1106.47,1179.082,1175.876,1112.677,1374.918,1401.092,1556.7,1692.542,1662.953,2051.854,2238.049,2308.148,2188.738,2065.16,2222.422,,,,
Libya,LBY,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,87429.23,92228.7,83819.74,91149.17,105568.3,113808.5,116824,109166.9,109055,105875.6,110659.3,106859.9,105881.1,114614.1,119419.2,129417.7,131678.1,128212.6,133124.4,130075.2,137328.1,75582.16,132614.1,114935.7,97292.82,90010.99,90205.21,112272.1,121569.8,126685.1,,,,
St. Lucia,LCA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,900.718,925.762,1041.49,1045.057,1098.246,1049.847,984.865,908.337,823.336,741.544,644.308,683.942,687.295,703.696,710.932,709.592,746.232,759.176,775.917,1652.283,826.918,888.961,1056.716,817.042,825.06,826.988,835.89,866.467,869.21,881.65,,,,
Latin America & Caribbean,LCN,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2014023.461,2061643.051,2093508.674,2135225.761,2199346.536,2247657.175,2319226.73,2416652.442,2485098.221,2476170.005,2536689.635,2571947.922,2608298.294,2669826.148,2778127.843,2845393.475,2898635.661,2969483.548,3017762.247,2978412.896,3113893.748,3187014.19,3287900.754,3335332.369,3365908.445,3361888.097,3331152.304,3309287.641,3247191.904,3237139.469,,,,
Least developed countries: UN classification,LDC,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,740299.338,750688.997,766718.887,782364.578,810902.828,839849.639,855688.057,874365.675,913841.26,932991.356,952212.104,957035.261,1005932.029,1054542.801,1078255.098,1126248.712,1139627.174,1183162.608,1221957.874,1250054.393,1303410.745,1323716.005,1336280.474,1380955.02,1416872.167,1447859.796,1495573.647,1532250.724,1565741.619,1593778.146,,,,"Low income group aggregate. Low-income economies are those in which 2021 GNI per capita was $1,085 or less."
Low income,LIC,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,616618.598,617577.184,613626.463,605483.568,610581.443,611225.11,613757.645,618157.162,639264.78,650264.01,664977.459,664658.081,694214.43,719237.919,736474.153,770983.719,775736.259,790559.689,822829.606,819182.388,847773.883,847034.85,853993.404,861415.789,885003.121,904141.907,940298.086,975310.814,997002.192,1009897.743,,,,
Liechtenstein,LIE,South Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,201.876,209.255,210.009,218.204,204.617,208.573,210.955,223.506,235.055,233.024,224.428,222.954,229.202,239.27,240.209,240.19,242.559,212.938,232.855,218.163,204.146,190.337,199.263,206.976,175.334,173.565,163.538,169.664,157.085,163.571,,,,"Sri Lanka's lending category changed from IBRD to IDA in December 2022 (see more details <a href=""https://www.worldbank.org/en/news/press-release/2022/12/05/world-bank-approves-sri-lanka-s-eligibility-to-access-concessional-financing-to-help-stabilize-the-economy""> here </a>)."
Sri Lanka,LKA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,23896.57,23741.44,25507.53,25824.69,26601.82,26719.77,26592.35,24633.81,22128.76,21531.55,20807.77,20561.76,21451.53,22624.47,22775.69,24721.5,23141.36,24082.67,24339.81,23507.1,24771.01,27567.03,29123.5,26585.07,29383.98,33281.87,33865.4,34469.48,33694.73,35985.18,,,,"Lower middle income group aggregate. Lower-middle-income economies are those in which 2021 GNI per capita was between $1,086 and $4,255."
Lower middle income,LMC,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4481514.111,4590192.962,4596213.013,4603998.727,4680471.577,4830756.34,4918652.34,5039728.318,5085988.964,5265564.93,5369213.518,5458073.268,5537157.97,5734950.173,5920044.743,6096525.226,6316601.709,6598459.713,6757916.694,6923242.178,7177871.46,7456173.364,7664897.782,7791967.453,8106303.514,8207846.304,8400313.937,8701609.534,9050805.014,9203043.453,,,,"Low and middle-income group aggregate. Low and middle-income economies are those in which 2021 GNI per capita was less than $13,205."
Low & middle income,LMY,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14981625.35,15143482.523,15105507.693,15170659.031,15208235.193,15740690.384,15874435.511,15967052.071,16188588.683,16310757.327,16811123.141,17170349.11,17683553.602,18775188.948,19962833.895,21079681.768,22151055.841,23229274.935,23845860.266,24290815.747,25768264.548,27089571.324,27740781.56,28396670.678,28787067.949,28737477.976,28997554.891,29740009.155,30634164.051,31147055.17,,,,Fiscal year end: March 31; reporting period for national accounts data: CY.
Lesotho,LSO,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1936.907,1936.403,2098.001,2068.987,2033.822,1966.902,1939.991,1907.23,1830.655,2360.563,2286.651,2265.78,2091.037,2147.155,2092.274,2263.79,2204.233,2271.087,2211.652,2298.855,2305.215,2381.08,2436.653,2322.49,2302.918,2341.398,2355.287,2521.88,2527.254,2526.989,,,,Late-dividend countries are mostly upper middle-income countries. Fertility rates are typically above replacement levels of 2.1 births per woman but continue to decline with shrinking working-age shares and rapid aging.
Late-demographic dividend,LTE,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9299297.394,9341286.147,9285307.531,9277591.858,9185899.99,9558881.916,9572042.683,9459796.751,9545682.938,9509348.826,9801119.931,10084499.054,10478455.9,11317218.903,12252121.587,13131412.018,13950072.948,14673518.52,15073720.118,15399663.228,16538935.192,17597542.772,17966281.681,18519414.969,18573997.502,18492485.977,18509853.769,18871541.652,19441183.404,19844092.688,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Lithuania,LTU,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,45071.54,46855.98,32087.57,26188.38,24161.06,22578.18,23376.48,23169.64,24065.59,21336.53,19637.93,20088.93,20449.96,20625.34,21606.02,22747.51,22879.28,23891.89,23330.14,19756.11,20563.31,20030.16,19950.52,19056.19,18609.7,18870.4,18899.76,18822.33,18910.5,18934.41,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Luxembourg,LUX,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,12192.33,12683.61,12378.97,12585.94,11741.01,9595.079,9678.84,9180.638,8506.952,8897.936,9436.711,10008.12,10792.79,11211.03,12663.26,12900.8,12696.98,12109.55,12032.22,11442.67,12039.99,11898.48,11666.86,11135.88,10639.15,10124.98,9846.42,10002.67,10308.89,10481.21,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010."
Latvia,LVA,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25417.65,23700.36,20984.62,17813.67,14843.44,13091.61,13082.04,12500.53,12062.07,11350.35,10569.1,11113.16,11150.47,11273.44,11359.03,11523.52,12055.43,12476.83,12136.04,11355.07,12492.49,11849.85,11647.43,11574.92,11521.55,11565.81,11404.81,11342.36,11878.58,11704.76,,,,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China."
"Macao SAR, China",MAC,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Middle East & North Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,36801.25,38126.15,39223.72,38911.73,42025.7,42723.7,43384.61,45297.02,46203.7,48374.34,49450.41,52998.18,54520.29,54500.41,59106.61,62122.33,64084.43,64842.61,67325.78,67350.86,70779.54,75750.98,77548.66,78042.91,79238.8,81462.89,80263.86,84987.49,86812.01,93084.13,,,,
Monaco,MCO,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
Moldova,MDA,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,38167.88,32115.01,27101.75,23672.9,20578.83,18541.7,16755.38,15080.56,13617.24,12257.81,11410.15,11636.34,11773.08,12376.71,12367.83,12675.18,12334.7,12559.45,12426.99,11746.16,12663.5,12815.27,12563.38,11690.14,12313.61,12547.46,12762.61,12747.63,13277.3,13387.47,,,,
Madagascar,MDG,South Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25625.99,25652.94,25914.31,26297.5,26058.19,26514.89,26538.89,26427.12,27370.32,27020.62,26449.45,25306.81,23041.35,25492.16,24277.03,27943.33,26833.45,28416.38,27359.36,28051.71,28246.78,28100.16,29388.15,28033.98,28270.06,28342.31,29564.25,28657.33,28950.74,29584.6,,,,
Maldives,MDV,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,202.691,208.505,276.919,257.334,262.248,321.963,348.25,411.039,389.826,514.813,553.8,576.832,714.124,631.986,853.048,831.669,996.304,999.466,1012.872,1065.247,1122.256,1196.491,1355.514,1371.038,1631.803,1662.404,2096.317,2248.964,2544.21,2600.529,,,,Middle East and North Africa regional aggregate (includes all income levels).
Middle East & North Africa,MEA,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1405335.855,1425414.374,1519477.2,1610714.918,1708720.029,1762960.808,1823543.776,1908580.471,1943775.162,2006523.309,2102666.122,2163492.195,2210329.646,2294270.25,2410601.328,2543078.244,2669445.819,2767080.535,2900492.958,2962629.851,3081259.363,3115539.473,3294095.381,3331348.758,3414622.798,3477088.744,3568817.425,3654989.288,3671146.831,3718712.839,,,,
Mexico,MEX,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,401750.3,420501.9,423431.6,440749.7,467341,446880.3,466070,488979.9,513921.7,503031.6,530237.3,530799.3,539091.6,562955.2,574618.3,597105.3,618008.3,630473.5,634574.1,625072,642911.5,662970.8,672118.6,658478.2,649410.4,667048.8,674001.6,671598.9,654251,653873,,,,Fiscal year ends on September 30; reporting period for national accounts data: FY.
